% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,235000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,279931078e+02 +1,279931078e+02 +7,564310785e+01 +7,564310785e+01 +6,8933e-01 +2,0772e-01 +4,0923e+00 -3,3249e+00 +1,6719e+00 -3,1033e+00 +3,5096e+00 -3,3124e+00 -1,2477e+00 -4,7418e+00 +1,0474e+00 +3,2142e+00 -1,7805e+00 +3,7869e+00 +2,1412e+00 -3,8397e+00 +1,9839e+00 +4,8415e+00 -1,6760e+00 -3,4526e+00
6 0 +1,107386431e+02 +1,107386431e+02 +5,838864306e+01 +5,838864306e+01 -2,2174e+00 -1,5565e+00 -5,9893e-01 +1,5226e+00 +3,5178e+00 -2,5839e+00 +1,7378e+00 +1,3036e+00 +3,3183e+00 -2,5012e+00 -4,0861e+00 -5,6830e-01 -1,8009e-01 -1,3091e+00 +1,5619e+00 -2,5668e-01 +3,8101e+00 -3,5999e+00 +2,4990e+00 -1,1281e+00
8 0 +1,091094057e+02 +1,091094057e+02 +5,675940567e+01 +5,675940567e+01 +6,5912e-01 -4,7097e+00 +4,7504e+00 -1,1615e+00 +4,6181e+00 +3,6694e+00 -3,8409e+00 -7,0934e-02 +1,6527e-01 -1,2884e+00 +3,6101e+00 +2,3409e-02 +1,9650e+00 -1,3361e+00 -1,2005e+00 +1,6037e+00 -4,0857e+00 +1,6389e+00 +1,8397e-01 -1,1621e+00
14 0 +1,065089170e+02 +1,065089170e+02 +5,415891697e+01 +5,415891697e+01 -3,8655e+00 -2,6126e+00 -1,6305e+00 +3,7401e+00 +4,3674e+00 -1,4066e+00 -8,5524e-01 +3,7468e-01 -1,9410e+00 +2,7499e+00 +6,8719e-01 +1,2204e+00 -4,1584e-01 -1,7781e+00 -6,5242e-01 -4,1235e+00 -1,8148e+00 +1,6529e+00 +1,3699e+00 -4,4821e+00
23 0 +7,438756364e+01 +7,438756364e+01 +2,203756364e+01 +2,203756364e+01 -3,4156e+00 +3,6047e+00 -1,2022e+00 +9,0268e-01 -2,7305e-01 +3,4582e+00 +3,3262e+00 -2,7060e+00 -1,8191e+00 -1,7914e+00 -3,2568e+00 +1,6572e+00 -4,8396e+00 -1,6626e+00 +3,2496e+00 -4,3154e+00 -2,0030e+00 +1,1921e+00 +3,3938e+00 -1,3031e-01
28 0 +6,947980001e+01 +6,947980001e+01 +1,712980001e+01 +1,712980001e+01 -3,2042e+00 -3,7005e+00 +2,3075e+00 -4,8221e+00 +6,3475e-02 +1,7687e+00 -2,1476e+00 +4,4620e+00 +7,7527e-02 +2,6206e+00 +4,0681e+00 +3,0897e+00 +2,7131e+00 -9,8885e-01 +1,8251e+00 -2,8085e+00 -2,0215e+00 -6,6009e-01 +4,9625e+00 -3,1224e+00
36 0 +3,716048497e+01 +3,716048497e+01 -1,518951503e+01 -1,518951503e+01 -1,2777e+00 +3,6840e+00 +4,5870e-01 -4,4154e+00 -1,7029e+00 +2,0360e+00 -1,7308e+00 -2,7592e+00 +1,7273e+00 -1,4332e+00 +4,1547e+00 -2,3852e+00 +3,0855e-01 +2,9711e+00 +2,3977e+00 -1,9224e+00 +3,3614e-01 -2,2564e+00 -1,8152e+00 -3,8589e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,795400000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,213870475e+02 +2,213870475e+02 +4,184704750e+01 +4,184704750e+01 +3,4252e+00 -6,2792e-01 +3,7469e+00 +3,4263e+00 -4,2117e+00 +2,0317e+00 +4,3725e+00 -3,0377e+00 -4,6246e+00 +3,2143e+00 +7,2401e-01 -5,6510e-02 +3,9419e-01 +8,0752e-01 +4,7620e-01 +2,8119e+00 +2,2564e-01 -2,9705e+00 -4,8041e+00 -4,1927e+00
2 0 +1,798397883e+02 +1,798397883e+02 +2,997883283e-01 +2,997883283e-01 +4,9733e+00 +1,2877e+00 -2,0827e+00 +7,9550e-01 -2,3734e+00 -5,7023e-01 -4,1146e+00 -2,8378e+00 -3,7698e-01 +1,9904e+00 -1,6988e+00 -3,1004e+00 -2,7936e+00 +3,2281e+00 -1,2060e+00 -2,2636e+00 +1,6516e+00 +3,4977e+00 -3,6984e+00 +3,4428e+00
4 0 +6,571941647e+01 +6,571941647e+01 -1,138205835e+02 -1,138205835e+02 -2,5255e+00 +3,2732e+00 +2,8014e+00 -5,3181e-01 -4,7760e-01 +2,3215e+00 +2,5113e+00 +2,7144e+00 +3,0248e+00 -3,1673e+00 -3,3497e+00 +4,1788e+00 -7,1225e-01 -9,5887e-01 +6,8835e-01 +1,8179e+00 +4,9255e+00 +2,1056e-01 -2,5905e+00 -2,9508e+00
33 0 +3,945176931e+01 +3,945176931e+01 -1,400882307e+02 -1,400882307e+02 -2,6623e+00 +7,1107e-01 -3,2541e+00 +5,9456e-01 +4,6507e+00 +3,8612e-01 +7,8267e-03 +3,8527e+00 +3,1600e+00 +2,6471e+00 +3,1174e+00 -5,1394e-01 +5,7856e-01 +3,8642e+00 +1,8156e+00 +1,6517e+00 -1,3106e+00 +4,5451e+00 +1,1496e+00 +2,5624e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7,731000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,837706980e+02 +2,837706980e+02 +3,610806980e+02 +3,610806980e+02 -3,2465e+00 +1,0059e+00 +2,4920e+00 +1,4598e+00 +1,6242e-01 -3,8911e+00 -4,0999e+00 -2,9891e+00 +3,2856e+00 +4,8541e-01 -4,7754e+00 +2,1392e+00 +4,3826e+00 -3,6525e+00 +2,6422e+00 -9,4478e-01 +3,0114e+00 -1,2801e+00 +3,9828e+00 -2,3148e+00
2 0 +1,530575634e+02 +1,530575634e+02 +2,303675634e+02 +2,303675634e+02 -4,0578e+00 -2,6285e-01 -4,3994e-01 +3,1040e+00 -4,3417e+00 -2,2373e+00 -3,4114e+00 +2,2216e+00 -1,7550e+00 -4,4243e+00 -4,7130e+00 +2,7411e+00 -3,4215e+00 +3,5582e+00 +3,1581e+00 +3,6288e+00 +2,9012e+00 -2,9298e+00 -1,6083e+00 -8,7996e-01
5 0 +1,469380579e+02 +1,469380579e+02 +2,242480579e+02 +2,242480579e+02 -4,8600e+00 -4,1467e+00 +2,8423e+00 -4,1945e+00 -3,0437e-01 -3,3020e+00 +1,6112e+00 -1,1308e+00 +2,6618e+00 -3,7546e+00 -1,0741e+00 +4,0898e+00 -4,1422e+00 -1,8172e+00 +2,1460e+00 +4,5965e+00 +4,5831e+00 +5,4465e-01 -3,2498e-02 +4,0607e+00
6 0 +1,313366487e+02 +1,313366487e+02 +2,086466487e+02 +2,086466487e+02 +2,1611e+00 -7,6242e-01 +4,0956e+00 -2,6567e-01 -4,5109e+00 +3,5265e+00 +3,1862e-01 -1,6934e+00 +2,4978e+00 -1,6078e+00 +8,0762e-01 -1,1127e+00 +2,7820e+00 +1,6085e+00 +3,1098e+00 +4,8962e+00 +2,0925e+00 -2,1121e+00 -9,9136e-01 +6,7062e-01
9 0 +1,171220114e+02 +1,171220114e+02 +1,944320114e+02 +1,944320114e+02 +1,4408e+00 -1,8445e+00 +2,4768e+00 -2,1702e+00 -4,9858e+00 -4,3683e+00 +6,5381e-01 -9,7206e-01 +1,3159e+00 -8,5643e-02 +2,1426e+00 +1,3152e+00 -9,7640e-01 -3,0851e+00 -3,9169e+00 +5,8072e-01 -3,2439e+00 +2,8346e+00 -3,3747e+00 +1,4400e+00
13 0 +1,068936010e+02 +1,068936010e+02 +1,842036010e+02 +1,842036010e+02 -2,8243e+00 +1,7117e-01 +2,9562e+00 -3,9512e+00 -4,4477e+00 +1,3812e+00 +4,4153e+00 -2,0687e+00 +5,0400e-01 -7,7056e-01 +3,9540e+00 -3,1560e+00 -3,5969e+00 +6,2391e-01 +5,7478e-01 +7,6342e-01 +2,8543e+00 +9,4423e-01 +3,1803e-01 -1,9216e+00
15 0 +9,301049076e+01 +9,301049076e+01 +1,703204908e+02 +1,703204908e+02 +3,0819e+00 -1,8494e+00 -3,8828e+00 +4,2038e+00 -3,4333e+00 -2,6286e+00 -1,9660e+00 +2,3070e+00 -2,6282e+00 -3,9353e-01 +3,6090e+00 -1,3928e+00 +2,3452e+00 +3,4783e+00 +3,9860e+00 -1,6283e+00 -4,6981e+00 +2,0333e+00 +4,4000e+00 -2,2575e+00
19 0 +5,731259230e+01 +5,731259230e+01 +1,346225923e+02 +1,346225923e+02 +4,9355e+00 +1,7660e+00 +4,1755e+00 +3,1897e+00 +1,7705e+00 -2,8925e+00 -1,7900e+00 -4,1917e+00 -3,3445e+00 -3,5840e-01 -3,8109e+00 +3,4021e+00 +4,9291e-01 +1,7153e+00 +4,2958e+00 +3,3012e+00 -1,9357e+00 -8,0446e-02 +3,8771e-01 +2,0141e+00
28 0 +4,053627355e+01 +4,053627355e+01 +1,178462735e+02 +1,178462735e+02 +3,6609e+00 -4,8438e+00 +1,1683e+00 -1,4273e-01 +4,7371e+00 -4,7623e+00 -5,4071e-01 -3,6111e+00 -1,8124e+00 +3,8400e+00 +3,3190e-01 +1,7628e+00 +3,1131e+00 -4,9542e-02 +5,0587e-01 -2,1943e+00 -4,9671e+00 +3,9873e-01 -8,6598e-01 +2,8545e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3,992000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,123116363e+02 +2,123116363e+02 +2,522316363e+02 +2,522316363e+02 -3,7427e+00 -1,4423e+00 +2,7997e+00 -9,4925e-01 -4,9065e+00 +1,1757e+00 -3,2019e+00 -3,2076e+00 +8,0233e-01 +2,8395e+00 -1,4146e+00 -3,8710e+00 +9,8544e-01 -9,7409e-01 +5,2644e-01 +4,1708e+00 +2,2928e-02 -3,4467e+00 +3,6475e+00 -2,5709e+00
2 0 +9,607874752e+01 +9,607874752e+01 +1,359987475e+02 +1,359987475e+02 -3,0823e+00 +3,7901e+00 +1,3507e+00 -4,1103e+00 -1,1744e+00 +2,2400e+00 +4,2597e+00 -3,4828e-01 +3,0868e+00 -4,6095e+00 +5,5886e-01 -9,5815e-01 +2,1872e+00 +4,8991e+00 +1,0854e+00 -2,1644e+00 -3,2487e+00 -5,6924e-02 -2,6160e+00 +4,4980e+00
5 0 +8,203247833e+01 +8,203247833e+01 +1,219524783e+02 +1,219524783e+02 +2,0908e-01 +4,9857e+00 -1,6737e+00 +4,3072e+00 -1,1460e-01 +3,2252e+00 +1,9341e+00 -2,4928e+00 +1,1413e+00 +4,0537e-01 +3,6613e+00 +1,9260e-01 -8,0346e-01 -1,1168e+00 -4,2719e+00 +2,5504e+00 -4,1906e+00 +4,0852e-01 +2,9545e+00 -2,9285e+00
15 0 +6,547325583e+01 +6,547325583e+01 +1,053932558e+02 +1,053932558e+02 +3,8532e-01 -1,0668e+00 +6,6368e-01 -3,3138e+00 +1,3664e+00 +3,2786e+00 -4,9999e+00 -4,5117e+00 +2,4515e+00 +3,9798e+00 +4,9160e-01 +6,9000e-02 +5,0957e-01 +1,2689e+00 -1,3213e+00 -3,7350e+00 +4,8523e+00 -1,8345e+00 -2,6373e+00 -1,5621e+00
17 0 +5,172818492e+01 +5,172818492e+01 +9,164818492e+01 +9,164818492e+01 +2,6665e+00 -4,5248e+00 +4,7791e+00 -4,8166e+00 +1,3353e+00 -2,2047e+00 +3,1517e+00 +3,9987e+00 +1,6593e+00 +1,3232e+00 +1,5984e+00 -3,9919e+00 +3,0277e+00 +3,5127e+00 -2,6121e+00 +1,0137e+00 -4,9258e+00 +5,5914e-01 -3,1021e+00 +7,2332e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,661000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,344078323e+02 +1,344078323e+02 +7,779783233e+01 +7,779783233e+01 -1,3778e+00 +3,6003e+00 -1,6643e+00 +4,9600e+00 -4,6609e+00 +3,7878e-01 +4,9499e+00 -4,2382e+00 +2,3791e+00 +3,7516e+00 +3,4506e+00 -1,4955e+00 +3,3840e+00 +1,6590e+00 +1,7495e+00 -3,5218e+00 +3,8931e-01 +3,9906e+00 -4,3640e-02 +2,3593e+00
8 0 +8,273288130e+01 +8,273288130e+01 +2,612288130e+01 +2,612288130e+01 +3,4776e+00 +2,4513e+00 +4,8781e+00 +2,0759e+00 +3,8830e+00 +4,2446e+00 -1,6826e+00 -4,6907e+00 -2,8455e+00 -4,1875e+00 -4,3356e+00 +1,2144e+00 -4,1331e-01 +4,3504e+00 +4,7878e+00 -3,7567e+00 -3,9436e+00 +3,5923e+00 +4,9350e+00 -3,3625e+00
15 0 +7,554715635e+01 +7,554715635e+01 +1,893715635e+01 +1,893715635e+01 -4,0345e+00 -7,4309e-01 +4,3384e+00 -4,0081e+00 +3,1665e+00 -1,5425e+00 -2,8759e+00 -1,2048e-01 -1,5525e+00 +3,1067e+00 -4,7037e+00 +3,3909e+00 -4,7225e+00 -1,3120e+00 +4,4506e+00 +2,5420e+00 -2,2965e+00 -1,1260e+00 -1,9599e+00 +2,1584e+00
19 0 +6,954222513e+01 +6,954222513e+01 +1,293222513e+01 +1,293222513e+01 -4,6872e+00 +3,3404e+00 +2,1884e+00 -2,4329e-01 -4,5584e+00 +4,3982e+00 +1,2283e+00 +8,2355e-01 +1,9538e+00 +2,7703e+00 -3,4576e+00 +3,8761e+00 -4,0300e-01 +4,0492e-01 +1,3780e+00 +5,6131e-02 -4,3512e+00 -2,0125e+00 +4,9417e+00 -1,4094e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3,270000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,630232218e+02 +1,630232218e+02 +1,957232218e+02 +1,957232218e+02 -3,0027e+00 +3,7702e+00 +2,6018e+00 +9,0471e-01 +4,5384e+00 -2,5342e+00 +1,2239e-01 +1,9030e+00 +2,0901e+00 -4,5324e+00 -2,1600e+00 +1,7161e+00 -3,1103e-01 +3,8873e+00 +4,9513e-01 -4,5055e+00 +4,2980e+00 -4,4971e+00 +3,7228e-01 +5,8985e-01
2 0 +1,451772089e+02 +1,451772089e+02 +1,778772089e+02 +1,778772089e+02 -1,7873e+00 -4,7939e+00 -4,3297e+00 -2,9876e+00 -1,2771e+00 +4,3138e+00 -1,5353e+00 +1,4563e+00 +3,8797e+00 +2,9080e+00 +1,1575e+00 +1,5823e+00 -4,1747e+00 -1,4379e+00 +2,0424e-01 +9,7039e-01 -1,1807e+00 +5,5957e-01 -1,4112e-01 -4,5631e+00
