% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4,620900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,061045456e+03 +2,061045456e+03 +1,598955456e+03 +1,598955456e+03 +2,3421e+00 -4,6953e-01 +3,6553e+00
2 0 +5,417482305e+02 +5,417482305e+02 +7,965823050e+01 +7,965823050e+01 -1,7528e+00 -2,7668e+00 -4,7904e+00
4 0 +1,699472776e+02 +1,699472776e+02 -2,921427224e+02 -2,921427224e+02 -6,3223e-01 -2,7850e-01 +2,5599e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7,766000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,487149560e+02 +1,487149560e+02 +2,263749560e+02 +2,263749560e+02 -4,3879e+00 -4,3503e+00 +1,4660e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1,156800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +5,335885304e+03 +5,335885304e+03 +5,451565304e+03 +5,451565304e+03 +3,8898e+00 +4,5876e+00 +2,3925e+00
2 0 +1,120530642e+02 +1,120530642e+02 +2,277330642e+02 +2,277330642e+02 +1,7766e+00 +3,0377e+00 -1,0438e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3,710000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +3,068458640e+02 +3,068458640e+02 +3,031358640e+02 +3,031358640e+02 +2,2692e+00 +2,0021e-01 -3,4726e+00
5 0 +9,517572574e+01 +9,517572574e+01 +9,146572574e+01 +9,146572574e+01 -2,4181e+00 -4,0273e+00 +7,1555e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1,321800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,723864184e+02 +2,723864184e+02 +4,045664184e+02 +4,045664184e+02 +4,7709e+00 +3,2058e+00 -3,7841e-01
2 0 +5,977252513e+01 +5,977252513e+01 +1,919525251e+02 +1,919525251e+02 +3,4778e+00 +4,4345e+00 +2,6937e+00
4 0 +2,605079820e+01 +2,605079820e+01 +1,582307982e+02 +1,582307982e+02 +3,7715e+00 +3,1748e+00 +3,2127e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3,930000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,091157804e+02 +2,091157804e+02 +1,698157804e+02 +1,698157804e+02 -1,6349e+00 -1,6336e+00 -1,6682e+00
2 0 +7,276461863e+01 +7,276461863e+01 +3,346461863e+01 +3,346461863e+01 -4,3619e+00 -1,1562e+00 +2,3374e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (4,296000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +8,064975011e+01 +8,064975011e+01 +1,236097501e+02 +1,236097501e+02 -1,7317e+00 +4,7814e+00 +2,3137e+00
5 0 +7,139632063e+01 +7,139632063e+01 +1,143563206e+02 +1,143563206e+02 +1,4763e+00 -1,6250e+00 +1,2551e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2,842200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9,174911303e+03 +9,174911303e+03 +9,459131303e+03 +9,459131303e+03 -8,4306e-01 -1,4273e+00 +4,1432e+00
2 0 +2,037789258e+02 +2,037789258e+02 +4,879989258e+02 +4,879989258e+02 -2,2633e+00 -1,9763e+00 -2,7500e+00
5 0 +1,193256337e+02 +1,193256337e+02 +4,035456337e+02 +4,035456337e+02 +2,6186e+00 -4,6933e+00 +4,5197e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3,217000000000e+01) | measured fitness | best measured fitness | x1 | x2...
