% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,025500000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,343443542e+01 +6,343443542e+01 -3,911556458e+01 -3,911556458e+01 -2,0475e+00 +4,2816e+00 -2,6684e+00 -4,3119e+00 -3,6316e+00 -2,0176e+00 -4,4743e+00 +3,2518e+00 -4,0018e+00 -1,1727e+00 +4,9255e+00 +8,9440e-01 +8,3739e-01 +4,8915e-01 -3,8071e-01 -2,5938e+00 +1,8781e+00 -6,6504e-01 -3,6859e+00 -2,3840e+00
3 0 +2,295875933e+01 +2,295875933e+01 -7,959124067e+01 -7,959124067e+01 +1,8784e+00 -1,2654e+00 +2,6907e+00 +3,3410e+00 -2,6710e+00 -1,5605e-01 -3,4243e+00 -6,4044e-01 +1,1847e+00 -4,4107e+00 +3,2391e-02 +3,0954e-01 -3,0981e+00 +2,0543e+00 -8,9957e-03 +4,3076e+00 +2,3363e-01 -4,5266e+00 +1,5739e+00 +2,1084e+00
15 0 +1,414204506e+01 +1,414204506e+01 -8,840795494e+01 -8,840795494e+01 +4,7881e-01 -2,4049e+00 +1,5930e+00 -5,6293e-01 -1,4278e-01 +1,3389e+00 +4,0597e-01 +1,7954e+00 +2,2057e+00 +4,2021e-01 +1,5092e+00 +5,2766e-01 +2,2162e+00 +1,8193e+00 -1,8258e+00 +3,3817e+00 +5,6040e-01 +2,0354e+00 +6,2802e-01 -2,4665e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7,169000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3,956894576e+01 +3,956894576e+01 +1,112589458e+02 +1,112589458e+02 +4,6310e+00 +3,2619e+00 +2,1128e+00 +1,7090e+00 -3,1579e+00 -1,8866e+00 +3,9705e+00 +4,4591e+00 +1,3574e+00 -2,3923e+00 -1,3718e+00 -3,6471e+00 -3,3663e+00 +3,0764e-01 +1,8107e+00 +1,2251e+00 +4,6468e+00 -4,1636e+00 +2,5710e+00 +4,5832e+00
8 0 +3,072117276e+01 +3,072117276e+01 +1,024111728e+02 +1,024111728e+02 +2,1944e+00 -4,1242e+00 +3,6642e+00 +2,9109e+00 -2,1720e+00 -3,0229e+00 +3,8285e+00 -4,7125e-01 +4,8778e+00 -1,0985e+00 +1,8185e-01 -2,3711e+00 -1,6277e+00 +2,5107e+00 +1,4408e-01 -3,7302e+00 -1,4986e+00 +4,7275e-01 +1,0264e+00 +1,5487e-01
11 0 +2,152577814e+01 +2,152577814e+01 +9,321577814e+01 +9,321577814e+01 +2,3558e+00 +3,0826e-01 +4,5006e-01 -4,4761e+00 +4,0433e+00 +1,3853e-01 -2,4913e+00 +1,5051e+00 -3,5991e-02 +4,1583e+00 -5,7315e-01 -1,6852e+00 +1,6587e+00 -2,0820e+00 +2,3277e-01 +6,5206e-01 -4,5590e-01 +2,5774e+00 -1,3499e+00 -3,0277e+00
13 0 +2,128968241e+01 +2,128968241e+01 +9,297968241e+01 +9,297968241e+01 +1,8046e+00 -2,4836e+00 +2,0240e+00 +5,3567e-02 -3,5565e+00 +3,6881e+00 -7,0256e-01 +3,0960e+00 +6,7243e-01 +4,7437e-01 -4,4066e+00 -2,7650e+00 -2,4302e+00 -2,2620e+00 +3,0821e+00 -1,7496e+00 -4,1400e+00 -4,2629e+00 -2,4204e+00 +2,6919e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2,140100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7,505296221e+01 +7,505296221e+01 +2,890629622e+02 +2,890629622e+02 -1,2919e+00 +4,7860e+00 -1,7450e+00 -3,2396e+00 -4,4916e+00 -4,7860e+00 +4,7714e-01 -4,9174e+00 +3,7335e+00 -3,1407e+00 +2,7287e+00 -1,9111e+00 +4,9763e+00 +2,5154e+00 -4,9020e+00 +2,0965e+00 +4,0388e+00 +4,7615e+00 -2,2920e-01 -1,9044e-01
2 0 +4,077499208e+01 +4,077499208e+01 +2,547849921e+02 +2,547849921e+02 -3,5573e+00 -4,7920e+00 -1,6025e+00 -1,7056e+00 +2,7625e+00 -2,9232e+00 -1,3185e+00 +1,5578e+00 -2,2457e+00 -1,5913e+00 +2,2094e+00 +2,5424e+00 -1,1349e+00 +2,3798e+00 -4,5636e+00 +3,0779e+00 +4,3786e+00 +1,9579e+00 -3,0550e-01 +6,0620e-01
17 0 +2,915861037e+01 +2,915861037e+01 +2,431686104e+02 +2,431686104e+02 -4,8410e+00 +2,5870e+00 +8,9163e-01 -9,8501e-01 -5,1852e-01 +4,0371e+00 -2,5142e+00 -1,3829e+00 +1,9752e+00 -2,6600e+00 +3,2816e+00 +3,5343e+00 -1,0343e+00 -3,4354e+00 +3,7129e+00 -1,8515e-01 -6,7426e-01 +7,3172e-01 +3,4506e+00 -3,7031e+00
23 0 +2,187575656e+01 +2,187575656e+01 +2,358857566e+02 +2,358857566e+02 +3,1781e+00 +1,6526e-01 +2,1442e+00 +1,3660e+00 +2,0515e+00 +2,9011e+00 -8,5705e-01 -1,6917e+00 +2,0970e+00 +9,6814e-01 -4,9732e-01 -2,7977e+00 +8,2389e-01 +1,7077e+00 -3,5902e+00 +2,7715e+00 -6,1212e-01 -2,6119e+00 -2,1948e+00 -1,3364e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,848000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7,402500398e+01 +7,402500398e+01 +1,554500398e+01 +1,554500398e+01 -1,3612e+00 -3,8944e+00 +3,3919e+00 +4,2480e+00 -4,3454e+00 +4,1864e+00 +1,1964e+00 -3,0999e+00 -1,4269e+00 -3,2826e+00 -6,0913e-01 +2,7732e+00 +7,0602e-01 +2,8218e+00 -2,6731e+00 -1,2460e+00 +2,2124e+00 +2,5255e+00 -3,4361e+00 -3,5579e+00
3 0 +6,553437634e+01 +6,553437634e+01 +7,054376345e+00 +7,054376345e+00 -4,5162e+00 +3,3005e+00 -3,5643e+00 +5,7895e-01 -2,8409e+00 -4,4153e+00 +3,1770e+00 +1,0992e+00 +4,7269e+00 -4,2139e+00 +2,8957e+00 +2,8713e+00 +3,7198e+00 +8,0144e-01 -1,1871e+00 +2,0052e-01 +4,7918e+00 +1,8376e+00 +2,3730e+00 -2,4267e+00
4 0 +3,415093349e+01 +3,415093349e+01 -2,432906651e+01 -2,432906651e+01 -4,3873e-01 +4,8212e-01 +1,7281e-01 +1,2174e+00 -1,8566e+00 -3,1134e+00 +2,0592e+00 +2,4496e+00 +1,2859e+00 -3,7978e+00 +1,4179e+00 +3,0388e+00 -2,4106e-01 -3,2787e+00 +1,6973e+00 +4,6529e+00 +2,4482e+00 +2,0555e+00 +2,8842e-01 +2,8732e+00
5 0 +3,210846561e+01 +3,210846561e+01 -2,637153439e+01 -2,637153439e+01 +2,4614e+00 +1,2015e-01 +2,0251e+00 +1,2246e+00 -2,5165e+00 +3,6979e+00 -2,2385e-01 +2,2066e+00 -3,3992e+00 +9,1700e-01 -1,1350e+00 +4,0442e-01 +8,6361e-01 -8,9174e-01 -4,6151e+00 -2,5820e+00 -1,0318e+00 +2,1936e+00 -4,1295e+00 -4,3175e-01
9 0 +2,103409072e+01 +2,103409072e+01 -3,744590928e+01 -3,744590928e+01 +5,5714e-01 -4,4643e-01 -1,7365e+00 -2,2447e+00 +2,3945e+00 -8,3717e-01 +3,2203e+00 -2,2066e+00 -9,6814e-01 +4,0387e+00 +1,9682e+00 +3,0970e+00 +2,7861e+00 +2,0654e+00 -9,0915e-01 +2,1433e-01 -2,7080e+00 +1,5821e-01 -6,9012e-02 -4,3763e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-6,130800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9,110418356e+01 +9,110418356e+01 -5,219758164e+02 -5,219758164e+02 +3,5803e+00 -4,4446e+00 +2,0439e+00 +8,6593e-01 +4,3130e+00 +1,1782e+00 +1,8382e+00 -3,8244e+00 -3,5683e+00 +2,3576e+00 +4,4551e+00 +4,5178e+00 -2,9344e-01 -4,3449e+00 +1,8325e+00 -1,6644e+00 -8,7728e-01 +4,0731e+00 +2,8479e+00 +1,2530e+00
2 0 +5,183587027e+01 +5,183587027e+01 -5,612441297e+02 -5,612441297e+02 -3,2195e+00 +3,4925e+00 +4,1926e-01 -4,3611e+00 -1,3111e+00 +2,4323e+00 -1,2113e+00 -1,7262e+00 -3,5424e+00 -4,2979e+00 -2,4589e+00 +4,7169e+00 -4,4973e+00 -3,2891e+00 +3,8026e+00 +1,6922e+00 +2,0550e+00 -1,0540e+00 +3,0169e+00 +2,0932e+00
4 0 +4,780724935e+01 +4,780724935e+01 -5,652727507e+02 -5,652727507e+02 -3,1533e+00 +7,5212e-01 -2,8393e+00 -9,9270e-01 +3,5515e+00 +6,8928e-01 +4,9411e-01 -1,4898e+00 +4,5948e+00 -3,6736e+00 -1,6677e-01 +4,2916e+00 -3,6233e+00 +9,8212e-01 -1,4299e+00 -3,5607e+00 -1,1378e+00 +1,1040e+00 +1,9114e+00 +3,1959e+00
5 0 +3,644835664e+01 +3,644835664e+01 -5,766316434e+02 -5,766316434e+02 +4,7786e+00 +1,6794e+00 -3,8973e+00 -1,4890e+00 -3,6064e+00 +4,3894e+00 -1,7285e+00 -1,7328e+00 -4,3894e+00 -4,0169e+00 +3,3923e+00 -4,3521e+00 +6,6619e-01 +1,9765e+00 +7,0568e-01 +3,2784e+00 -6,7273e-01 -3,1032e-02 +1,8183e+00 +3,4863e+00
7 0 +1,934941114e+01 +1,934941114e+01 -5,937305889e+02 -5,937305889e+02 +7,3634e-01 +2,6386e+00 +1,4096e+00 +4,6000e+00 +5,4443e-01 +8,6091e-01 +1,9654e+00 -1,7268e+00 +3,0097e+00 +8,4235e-01 +1,7117e+00 -5,6570e-01 +9,4212e-02 -5,6330e-01 -1,5738e+00 +3,0031e+00 +1,6104e-01 +8,8903e-01 +1,6305e+00 -1,8921e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6,189000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,594530587e+01 +6,594530587e+01 +1,278353059e+02 +1,278353059e+02 -3,7469e+00 -2,0070e+00 +1,7608e+00 -3,4325e+00 +4,1852e+00 +5,8465e-01 -2,1238e+00 +1,9228e-01 +3,9601e+00 +2,5611e+00 +1,7056e+00 -2,0281e+00 -1,0471e+00 +4,2892e+00 -4,2314e+00 -3,9581e+00 +1,6329e+00 +4,5679e+00 +2,1601e+00 +8,6091e-01
2 0 +4,036698495e+01 +4,036698495e+01 +1,022569850e+02 +1,022569850e+02 +1,0072e+00 +2,3723e+00 -1,0389e+00 -1,8782e+00 -1,3179e+00 +4,0980e+00 -2,9988e+00 -1,2972e+00 -4,3883e-01 -1,4790e+00 -4,2103e+00 +1,4881e-01 -2,6888e+00 -1,6261e+00 +4,8262e+00 +3,3890e+00 -2,0989e+00 -4,3050e+00 -2,0451e+00 +2,1849e+00
