% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7,135000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +9,755122603e+01 +9,755122603e+01 +1,689012260e+02 +1,689012260e+02 +1,0625e+00 +2,4971e+00 +3,8009e+00
3 0 +8,408819903e+01 +8,408819903e+01 +1,554381990e+02 +1,554381990e+02 +1,2624e+00 -3,6762e+00 +1,9322e+00
4 0 +4,670008360e+01 +4,670008360e+01 +1,180500836e+02 +1,180500836e+02 +2,4318e+00 +1,5992e-01 +6,7942e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3,552200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,414378650e+02 +1,414378650e+02 -2,137821350e+02 -2,137821350e+02 -4,5439e+00 -4,3300e+00 +4,4845e+00
2 0 +3,989035657e+01 +3,989035657e+01 -3,153296434e+02 -3,153296434e+02 +4,9377e+00 +4,6128e+00 -4,7751e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9,917000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,494712448e+01 +6,494712448e+01 +1,641171245e+02 +1,641171245e+02 -2,3757e+00 +4,5051e+00 +3,2479e+00
2 0 +5,678259405e+01 +5,678259405e+01 +1,559525941e+02 +1,559525941e+02 +4,3566e+00 -4,4637e+00 +1,5697e+00
3 0 +1,052447901e+01 +1,052447901e+01 +1,096944790e+02 +1,096944790e+02 -4,4690e+00 +4,6461e+00 +3,1833e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,179100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,967456992e+01 +1,967456992e+01 -4,982354301e+02 -4,982354301e+02 +2,4838e+00 +4,5463e+00 +2,3635e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,721000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +9,428266635e+01 +9,428266635e+01 +3,707266635e+01 +3,707266635e+01 -2,4043e+00 +4,0786e+00 -6,3564e-01
2 0 +8,117346238e+01 +8,117346238e+01 +2,396346238e+01 +2,396346238e+01 -4,2094e+00 -3,0439e+00 -3,2632e+00
5 0 +6,165856492e+01 +6,165856492e+01 +4,448564919e+00 +4,448564919e+00 -2,3083e+00 -4,9773e+00 +2,8089e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6,626000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,317673188e+02 +1,317673188e+02 +1,980273188e+02 +1,980273188e+02 -2,5946e+00 +3,0969e+00 -1,0567e+00
2 0 +2,181623248e+01 +2,181623248e+01 +8,807623248e+01 +8,807623248e+01 -1,9065e+00 -2,3593e-01 +1,1005e+00
4 0 +6,618480480e+00 +6,618480480e+00 +7,287848048e+01 +7,287848048e+01 -4,4307e+00 +3,8482e+00 -2,6701e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,386200000000e+02) | measured fitness | best measured fitness | x1 | x2...
